GROUP,PRINTER NAME,QUEUE NAME,SCHOOL/DEPT,ADDRESS,SUPPLY CONTACT,TONER ALERT STATUS
Harvard Radcliffe Institute for Advanced Study,HRI-PUTNAM-108-C01,HRI-Crimson-Print,Putnam House,"Putnam House, Floor 1, Room 108",TBD,
Harvard Radcliffe Institute for Advanced Study,HRI-PUTNAM-208-B01,HRI-Crimson-Print,Putnam House,"Putnam House, Floor 2, Near Room 208",TBD,
Harvard Radcliffe Institute for Advanced Study,HRI-SCHL40-205-B01,HRI-Crimson-Print,Schlesinger Library,"40 Concord Ave, Floor 2, Outside Room 205",TBD,
Harvard Radcliffe Institute for Advanced Study,HRI-SCHLIB-FL3-B01,HRI-Crimson-Print,Schlesinger Library,"Schlesinger Library, Floor 3, Front Entrance Hallway",TBD,
Harvard Radcliffe Institute for Advanced Study,HRI-SCHLIB-FL4-C01,HRI-Crimson-Print,Schlesinger Library,"Schlesinger Library, Floor 4, Back Exit Hallway",TBD,
Harvard Radcliffe Institute for Advanced Study,HRI-SCHLIB-MAIL-B01,HRI-Crimson-Print,Schlesinger Library,"Schlesinger Library, Floor 1, Mailroom",TBD,
Harvard Radcliffe Institute for Advanced Study,HRI-WALLACH-108-B01,HRI-Crimson-Print,Wallach House,"Wallach House, Floor 1, Room 108",TBD,
Harvard Radcliffe Institute for Advanced Study,HRI-WALLACH-208-C01,HRI-Crimson-Print,Wallach House,"Wallach House, Floor 2, Room 208",TBD,
Harvard Student Agencies,HSA-67MTAUBURN-304-B01,HSA-Crimson-Print,67 Mt Auburn,"67 Mt Auburn St, Floor 3, Room 304 (Groupgear Room)",TBD,
Harvard Student Agencies,HSA-67MTAUBURN-FL2-COPY-B01,HSA-Crimson-Print,67 Mt Auburn,"67 Mt Auburn St, Floor 2, Copy Room",TBD,
Harvard T.H. Chan School of Public Health,HSPH-158LONG-FL1-C01,HSPH-Crimson-Print,158 Longwood Ave,"158 Longwood Ave, Floor 1",TBD,
Harvard T.H. Chan School of Public Health,HSPH-22PLYMPTONST-108-B01,HSPH-Crimson-Print,22 Plympton St,"22 Plympton St, Floor 1, Room 108 (flex space)",TBD,
Harvard T.H. Chan School of Public Health,HSPH-718HUNT-FL2-C01,HSPH-Crimson-Print,718 Huntington Avenue,"718 Huntington Ave, Floor 2",TBD,
Harvard T.H. Chan School of Public Health,HSPH-9BOWST-B2-B01,HSPH-Crimson-Print,9 Bow St,"9 Bow St, Basement, Room B2",TBD,
Harvard T.H. Chan School of Public Health,HSPH-9BOWST-310-B01,HSPH-Crimson-Print,9 Bow St,"9 Bow St, Floor 3, Room 310 (Closet)",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG1-209A-C01,HSPH-Crimson-Print,Building 1,"Building 1, Floor 2, Room 209",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG1-304-C01,HSPH-Crimson-Print,Building 1,"Building 1, Floor 3, Room 304",TBD,
Harvard T.H. Chan School of Public Health,SPH-BLDG1-405-C01,HSPH-Crimson-Print,Building 1,"Building 1, Floor 4, Room 405",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG1-515-C01,HSPH-Crimson-Print,Building 1,"Building 1, Floor 5, Room 515",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG1-617-C01,HSPH-Crimson-Print,Building 1,"Building 1, Floor 6, Room 617",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG1-717-C01,HSPH-Crimson-Print,Building 1,"Building 1, Floor 7, Room 717",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG1-815-C01,HSPH-Crimson-Print,Building 1,"Building 1, Floor 8, Room 815",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG1-911-C01,HSPH-Crimson-Print,Building 1,"Building 1, Floor 9, Room 911",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG1-1119-C01,HSPH-Crimson-Print,Building 1,"Building 1, Floor 11, Room 1119",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG1-1310-C01,HSPH-Crimson-Print,Building 1,"Building 1, Floor 13, Room 1310",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG1-1402-B01,HSPH-Crimson-Print,Building 1,"Building 1, Floor 14, Room 1402",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG1-1408B-B01,HSPH-Crimson-Print,Building 1,"Building 1, Floor 14, Room 1408B",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG2-104-C01,HSPH-Crimson-Print,Building 2,"Building 2, Floor 1, Room 104",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG2-222-C01,HSPH-Crimson-Print,Building 2,"Building 2, Floor 2, Room 222",TBD,
Harvard T.H. Chan School of Public Health,SPH-BLDG2-306-C01,HSPH-Crimson-Print,Building 2,"Building 2, Floor 3, Room 306",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG2-306-C02,HSPH-Crimson-Print,Building 2,"Building 2, Floor 3, Room 306",TBD,
Harvard T.H. Chan School of Public Health,HSPH-BLDG2-408-B01,HSPH-Crimson-Print,Building 2,"Building 2, Floor 4, Room 408",TBD,
Harvard T.H. Chan School of Public Health,SPH-BLDG2-HW435-B01,HSPH-Crimson-Print,Building 2,"Building 2, Floor 4, Outside Room 435 (Hallway)",TBD,
Harvard T.H. Chan School of Public Health,HSPH-FXB-B02-B01,HSPH-Crimson-Print,FXB Center,"FXB Center, Basement, Room B02",TBD,
Harvard T.H. Chan School of Public Health,HSPH-FXB-Security-Desk-B01,HSPH-Crimson-Print,FXB Center,"FXB Center, Floor 1, Security Desk",TBD,
Harvard T.H. Chan School of Public Health,HSPH-FXB-FL2-KITCHEN-CO1,HSPH-Crimson-Print,FXB Center,"FXB Center, Floor 2, Kitchen",TBD,
Harvard T.H. Chan School of Public Health,HSPH-FXB-304-C01,HSPH-Crimson-Print,FXB Center,"FXB Center, Floor 3, Room 304",TBD,
Harvard T.H. Chan School of Public Health,HSPH-FXB-403-C01,HSPH-Crimson-Print,FXB Center,"FXB Center, Floor 4, Room 403",TBD,
Harvard T.H. Chan School of Public Health,HSPH-FXB-643WS5-C01,HSPH-Crimson-Print,FXB Center,"FXB Center, Floor 6, Room 643WS5",TBD,
Harvard T.H. Chan School of Public Health,HSPH-FXB-709A-C01,HSPH-Crimson-Print,FXB Center,"FXB Center, Floor 7, Room 709A",TBD,
Harvard T.H. Chan School of Public Health,SPH-KRESGE-LL15-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Lower Level, Room LL15",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-LL19J-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Lower Level, Room LL19",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-G10-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Ground Level, Room G10",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-G29D-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Ground Level, Room G29D",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-G4-G52H-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Ground Level, G4 Suite, Room G52H",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-121-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 1, Room 121",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-329-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 3, Room 329",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-333-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 3, Room 333",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-425-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 4, Room 425",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-506C-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 5, Room 506C",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-609-B01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 6, Room 609",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-721-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 7, Room 721 (kitchen)",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-820A-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 8, Room 820A",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-909-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 9, Room 909",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-FL10-HALLWAY-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 10, Hallway",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-1001-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 10, Room 1001",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-1005-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 10, Room 1005",TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-1007-C01,HSPH-Crimson-Print,Kresge Building,"Kresge Building, Floor 10, Room 1007",TBD,
Harvard T.H. Chan School of Public Health,HSPH-Landmark-HWL3-C20-C01,HSPH-Crimson-Print,Landmark Center,"Landmark Center, Floor 3, Room L3-C20 (Corridor)",TBD,
Harvard T.H. Chan School of Public Health,HSPH-Landmark-L3-099-C01,HSPH-Crimson-Print,Landmark Center,"Landmark Center, Floor 3, Room L3-099",TBD,
Harvard T.H. Chan School of Public Health,HSPH-Landmark-L3-111-C01,HSPH-Crimson-Print,Landmark Center,"Landmark Center, Floor 3, Room L3-111",TBD,
Harvard T.H. Chan School of Public Health,HSPH-LANDMARK-405-C01,HSPH-Crimson-Print,Landmark Center,"Landmark Center, Floor 4, Room 405 (mailroom)",TBD,
